model,method,category,subcategory,accuracy,similarity
bert_embs,3CosAdd,3_Encyclopedic_semantics,E06 [animal - young].txt,0.0,
bert_embs,3CosAdd,3_Encyclopedic_semantics,E07 [animal - sound].txt,0.0,
bert_embs,3CosAdd,3_Encyclopedic_semantics,E08 [animal - shelter].txt,0.0,
bert_embs,3CosAdd,3_Encyclopedic_semantics,E09 [things - color].txt,0.28609625668449196,0.7161098425262071
bert_embs,3CosAdd,3_Encyclopedic_semantics,E10 [male - female].txt,0.8006535947712419,0.8198752142945115
bert_embs,3CosAdd,4_Lexicographic_semantics,L04 [meronyms - substance].txt,0.013227513227513227,0.6891180396080017
bert_embs,3CosAdd,4_Lexicographic_semantics,L05 [meronyms - member].txt,0.015120967741935484,0.7260550340016683
bert_embs,3CosAdd,4_Lexicographic_semantics,L06 [meronyms - part].txt,0.0,
bert_embs,3CosAdd,4_Lexicographic_semantics,L07 [synonyms - intensity].txt,0.14285714285714285,0.7207791656255722
bert_embs,3CosAdd,4_Lexicographic_semantics,L08 [synonyms - exact].txt,0.19166666666666668,0.7701133372990981
bert_embs,3CosAdd,4_Lexicographic_semantics,L10 [antonyms - binary].txt,0.308300395256917,0.7615164243257962
bert_embs,3CosAvg,1_Inflectional_morphology,I01 [noun - plural_reg].txt,0.98,0.8784875650795139
bert_embs,3CosAvg,1_Inflectional_morphology,I02 [noun - plural_irreg].txt,0.9090909090909091,0.8759104132652282
bert_embs,3CosAvg,1_Inflectional_morphology,I03 [adj - comparative].txt,1.0,0.871511235833168
bert_embs,3CosAvg,1_Inflectional_morphology,I04 [adj - superlative].txt,1.0,0.8167268931865692
bert_embs,3CosAvg,1_Inflectional_morphology,I05 [verb_inf - 3pSg].txt,0.9387755102040817,0.925775065370228
bert_embs,3CosAvg,1_Inflectional_morphology,I06 [verb_inf - Ving].txt,0.64,0.9189942479133606
bert_embs,3CosAvg,1_Inflectional_morphology,I07 [verb_inf - Ved].txt,0.72,0.9021280590030882
bert_embs,3CosAvg,1_Inflectional_morphology,I08 [verb_Ving - 3pSg].txt,0.9574468085106383,0.9006619016329448
bert_embs,3CosAvg,1_Inflectional_morphology,I09 [verb_Ving - Ved].txt,0.625,0.8710630337397257
bert_embs,3CosAvg,1_Inflectional_morphology,I10 [verb_3pSg - Ved].txt,0.782608695652174,0.899946035610305
bert_embs,3CosAvg,2_Derivational_morphology,D01 [noun+less_reg].txt,0.0,
bert_embs,3CosAvg,2_Derivational_morphology,D02 [un+adj_reg].txt,0.5,0.8718243718147278
bert_embs,3CosAvg,2_Derivational_morphology,D03 [adj+ly_reg].txt,0.6818181818181818,0.858235627412796
bert_embs,3CosAvg,2_Derivational_morphology,D05 [adj+ness_reg].txt,0.5,0.8311507999897003
bert_embs,3CosAvg,2_Derivational_morphology,D07 [verb+able_reg].txt,0.0,
bert_embs,3CosAvg,2_Derivational_morphology,D08 [verb+er_irreg].txt,0.0,
bert_embs,3CosAvg,2_Derivational_morphology,D09 [verb+tion_irreg].txt,0.0625,0.8355354070663452
bert_embs,3CosAvg,2_Derivational_morphology,D10 [verb+ment_irreg].txt,0.03333333333333333,0.8651405572891235
bert_embs,3CosAvg,3_Encyclopedic_semantics,E01 [country - capital].txt,0.9285714285714286,0.8516007913992956
bert_embs,3CosAvg,3_Encyclopedic_semantics,E02 [country - language].txt,0.391304347826087,0.8408216238021851
bert_embs,3CosAvg,3_Encyclopedic_semantics,E03 [UK_city - county].txt,0.5555555555555556,0.8535482287406921
bert_embs,3CosAvg,3_Encyclopedic_semantics,E04 [name - nationality].txt,0.3684210526315789,0.7955346958977836
bert_embs,3CosAvg,3_Encyclopedic_semantics,E05 [name - occupation].txt,0.3333333333333333,0.8355246384938558
bert_embs,3CosAvg,3_Encyclopedic_semantics,E06 [animal - young].txt,0.09090909090909091,0.7970893979072571
bert_embs,3CosAvg,3_Encyclopedic_semantics,E07 [animal - sound].txt,0.0,
bert_embs,3CosAvg,3_Encyclopedic_semantics,E08 [animal - shelter].txt,0.2222222222222222,0.7839530110359192
bert_embs,3CosAvg,3_Encyclopedic_semantics,E09 [things - color].txt,0.35294117647058826,0.8117623825867971
bert_embs,3CosAvg,3_Encyclopedic_semantics,E10 [male - female].txt,0.7777777777777778,0.8868618309497833
bert_embs,3CosAvg,4_Lexicographic_semantics,L04 [meronyms - substance].txt,0.0,
bert_embs,3CosAvg,4_Lexicographic_semantics,L05 [meronyms - member].txt,0.03125,0.8048549890518188
bert_embs,3CosAvg,4_Lexicographic_semantics,L06 [meronyms - part].txt,0.0,
bert_embs,3CosAvg,4_Lexicographic_semantics,L07 [synonyms - intensity].txt,0.25,0.7819065451622009
bert_embs,3CosAvg,4_Lexicographic_semantics,L08 [synonyms - exact].txt,0.1875,0.8582118352254232
bert_embs,3CosAvg,4_Lexicographic_semantics,L10 [antonyms - binary].txt,0.34782608695652173,0.8344777375459671
bert_embs,OnlyB,1_Inflectional_morphology,I01 [noun - plural_reg].txt,0.82,0.8498072202612714
bert_embs,OnlyB,1_Inflectional_morphology,I02 [noun - plural_irreg].txt,0.8409090909090909,0.8435935684152551
bert_embs,OnlyB,1_Inflectional_morphology,I03 [adj - comparative].txt,0.5,0.8400438725948334
bert_embs,OnlyB,1_Inflectional_morphology,I04 [adj - superlative].txt,0.5,0.7598069310188293
bert_embs,OnlyB,1_Inflectional_morphology,I05 [verb_inf - 3pSg].txt,0.673469387755102,0.8977088729540507
bert_embs,OnlyB,1_Inflectional_morphology,I06 [verb_inf - Ving].txt,0.24,0.9181539614995321
bert_embs,OnlyB,1_Inflectional_morphology,I07 [verb_inf - Ved].txt,0.12,0.8874083459377289
bert_embs,OnlyB,1_Inflectional_morphology,I08 [verb_Ving - 3pSg].txt,0.3829787234042553,0.8811316192150116
bert_embs,OnlyB,1_Inflectional_morphology,I09 [verb_Ving - Ved].txt,0.10416666666666667,0.847525155544281
bert_embs,OnlyB,1_Inflectional_morphology,I10 [verb_3pSg - Ved].txt,0.17391304347826086,0.8933993130922318
bert_embs,OnlyB,2_Derivational_morphology,D01 [noun+less_reg].txt,0.0,
bert_embs,OnlyB,2_Derivational_morphology,D02 [un+adj_reg].txt,0.43333333333333335,0.8516929103777959
bert_embs,OnlyB,2_Derivational_morphology,D03 [adj+ly_reg].txt,0.4090909090909091,0.8245018853081597
bert_embs,OnlyB,2_Derivational_morphology,D05 [adj+ness_reg].txt,0.125,0.7927249670028687
bert_embs,OnlyB,2_Derivational_morphology,D07 [verb+able_reg].txt,0.0,
bert_embs,OnlyB,2_Derivational_morphology,D08 [verb+er_irreg].txt,0.0,
bert_embs,OnlyB,2_Derivational_morphology,D09 [verb+tion_irreg].txt,0.0,
bert_embs,OnlyB,2_Derivational_morphology,D10 [verb+ment_irreg].txt,0.0,
bert_embs,OnlyB,3_Encyclopedic_semantics,E01 [country - capital].txt,0.17857142857142858,0.8381210088729858
bert_embs,OnlyB,3_Encyclopedic_semantics,E02 [country - language].txt,0.0,
bert_embs,OnlyB,3_Encyclopedic_semantics,E03 [UK_city - county].txt,0.1111111111111111,0.8060771226882935
bert_embs,OnlyB,3_Encyclopedic_semantics,E04 [name - nationality].txt,0.0,
bert_embs,OnlyB,3_Encyclopedic_semantics,E05 [name - occupation].txt,0.0,
bert_embs,OnlyB,3_Encyclopedic_semantics,E06 [animal - young].txt,0.0,
bert_embs,OnlyB,3_Encyclopedic_semantics,E07 [animal - sound].txt,0.0,
bert_embs,OnlyB,3_Encyclopedic_semantics,E08 [animal - shelter].txt,0.0,
bert_embs,OnlyB,3_Encyclopedic_semantics,E09 [things - color].txt,0.0,
bert_embs,OnlyB,3_Encyclopedic_semantics,E10 [male - female].txt,0.7777777777777778,0.8515210364546094
bert_embs,OnlyB,4_Lexicographic_semantics,L04 [meronyms - substance].txt,0.0,
bert_embs,OnlyB,4_Lexicographic_semantics,L05 [meronyms - member].txt,0.0,
bert_embs,OnlyB,4_Lexicographic_semantics,L06 [meronyms - part].txt,0.0,
bert_embs,OnlyB,4_Lexicographic_semantics,L07 [synonyms - intensity].txt,0.25,0.7922216653823853
bert_embs,OnlyB,4_Lexicographic_semantics,L08 [synonyms - exact].txt,0.1875,0.8646212617556254
bert_embs,OnlyB,4_Lexicographic_semantics,L10 [antonyms - binary].txt,0.391304347826087,0.8315094709396362
bert_embs,PairDistance,1_Inflectional_morphology,I01 [noun - plural_reg].txt,0.21510204081632653,0.3006266515553563
bert_embs,PairDistance,1_Inflectional_morphology,I02 [noun - plural_irreg].txt,0.1649048625792812,0.2950314850283739
bert_embs,PairDistance,1_Inflectional_morphology,I03 [adj - comparative].txt,0.6666666666666666,0.30840272083878517
bert_embs,PairDistance,1_Inflectional_morphology,I04 [adj - superlative].txt,1.0,0.398058220744133
bert_embs,PairDistance,1_Inflectional_morphology,I05 [verb_inf - 3pSg].txt,0.7032312925170068,0.2653346214051546
bert_embs,PairDistance,1_Inflectional_morphology,I06 [verb_inf - Ving].txt,0.3742857142857143,0.2644851413294429
bert_embs,PairDistance,1_Inflectional_morphology,I07 [verb_inf - Ved].txt,0.3195918367346939,0.2911637089908656
bert_embs,PairDistance,1_Inflectional_morphology,I08 [verb_Ving - 3pSg].txt,0.41350601295097134,0.25712052362677235
bert_embs,PairDistance,1_Inflectional_morphology,I09 [verb_Ving - Ved].txt,0.15381205673758866,0.29425100123332626
bert_embs,PairDistance,1_Inflectional_morphology,I10 [verb_3pSg - Ved].txt,0.23671497584541062,0.35126818047494307
bert_embs,PairDistance,2_Derivational_morphology,D01 [noun+less_reg].txt,0.0,
bert_embs,PairDistance,2_Derivational_morphology,D02 [un+adj_reg].txt,0.07931034482758621,0.242272703975871
bert_embs,PairDistance,2_Derivational_morphology,D03 [adj+ly_reg].txt,0.08192389006342495,0.2843812950195805
bert_embs,PairDistance,2_Derivational_morphology,D05 [adj+ness_reg].txt,0.10714285714285714,0.24761743595202765
bert_embs,PairDistance,2_Derivational_morphology,D07 [verb+able_reg].txt,0.01818181818181818,0.19695354998111725
bert_embs,PairDistance,2_Derivational_morphology,D08 [verb+er_irreg].txt,0.009057971014492754,0.23471969962120057
bert_embs,PairDistance,2_Derivational_morphology,D09 [verb+tion_irreg].txt,0.041666666666666664,0.21977810859680175
bert_embs,PairDistance,2_Derivational_morphology,D10 [verb+ment_irreg].txt,0.026436781609195402,0.2536245143931845
bert_embs,PairDistance,3_Encyclopedic_semantics,E01 [country - capital].txt,0.15476190476190477,0.2903960589160267
bert_embs,PairDistance,3_Encyclopedic_semantics,E02 [country - language].txt,0.1600790513833992,0.31296228497852513
bert_embs,PairDistance,3_Encyclopedic_semantics,E03 [UK_city - county].txt,0.06944444444444445,0.12586416602134703
bert_embs,PairDistance,3_Encyclopedic_semantics,E04 [name - nationality].txt,0.017543859649122806,0.331458513935407
bert_embs,PairDistance,3_Encyclopedic_semantics,E05 [name - occupation].txt,0.006535947712418301,0.15977024286985397
bert_embs,PairDistance,3_Encyclopedic_semantics,E06 [animal - young].txt,0.0,
bert_embs,PairDistance,3_Encyclopedic_semantics,E07 [animal - sound].txt,0.0,
bert_embs,PairDistance,3_Encyclopedic_semantics,E08 [animal - shelter].txt,0.0,
bert_embs,PairDistance,3_Encyclopedic_semantics,E09 [things - color].txt,0.3155080213903743,0.3071033591562409
bert_embs,PairDistance,3_Encyclopedic_semantics,E10 [male - female].txt,0.37254901960784315,0.30221446943387653
bert_embs,PairDistance,4_Lexicographic_semantics,L04 [meronyms - substance].txt,0.013227513227513227,0.16720889881253242
bert_embs,PairDistance,4_Lexicographic_semantics,L05 [meronyms - member].txt,0.004032258064516129,0.19208205677568913
bert_embs,PairDistance,4_Lexicographic_semantics,L06 [meronyms - part].txt,0.0,
bert_embs,PairDistance,4_Lexicographic_semantics,L07 [synonyms - intensity].txt,0.0,
bert_embs,PairDistance,4_Lexicographic_semantics,L08 [synonyms - exact].txt,0.004166666666666667,0.07848625630140305
bert_embs,PairDistance,4_Lexicographic_semantics,L10 [antonyms - binary].txt,0.001976284584980237,0.2029348462820053
gpt2_cleaned_embs,3CosAdd,1_Inflectional_morphology,I01 [noun - plural_reg].txt,0.7710204081632653,0.7551267273909457
gpt2_cleaned_embs,3CosAdd,1_Inflectional_morphology,I02 [noun - plural_irreg].txt,0.7441860465116279,0.7605478979477828
gpt2_cleaned_embs,3CosAdd,1_Inflectional_morphology,I03 [adj - comparative].txt,1.0,0.8004339983065923
gpt2_cleaned_embs,3CosAdd,1_Inflectional_morphology,I04 [adj - superlative].txt,1.0,0.7528620958328247
gpt2_cleaned_embs,3CosAdd,1_Inflectional_morphology,I05 [verb_inf - 3pSg].txt,0.7929421768707483,0.8263152665171483
gpt2_cleaned_embs,3CosAdd,1_Inflectional_morphology,I06 [verb_inf - Ving].txt,0.6763265306122449,0.8014515635833441
gpt2_cleaned_embs,3CosAdd,1_Inflectional_morphology,I07 [verb_inf - Ved].txt,0.3604081632653061,0.7785501021761047
gpt2_cleaned_embs,3CosAdd,1_Inflectional_morphology,I08 [verb_Ving - 3pSg].txt,0.7742830712303422,0.8153815332136986
gpt2_cleaned_embs,3CosAdd,1_Inflectional_morphology,I09 [verb_Ving - Ved].txt,0.18617021276595744,0.7779660073064623
gpt2_cleaned_embs,3CosAdd,1_Inflectional_morphology,I10 [verb_3pSg - Ved].txt,0.30434782608695654,0.7970492798184592
gpt2_cleaned_embs,3CosAdd,2_Derivational_morphology,D01 [noun+less_reg].txt,0.5,0.7537654042243958
gpt2_cleaned_embs,3CosAdd,2_Derivational_morphology,D02 [un+adj_reg].txt,0.5620689655172414,0.762868100636332
gpt2_cleaned_embs,3CosAdd,2_Derivational_morphology,D03 [adj+ly_reg].txt,0.4059196617336152,0.7524824937960753
gpt2_cleaned_embs,3CosAdd,2_Derivational_morphology,D05 [adj+ness_reg].txt,0.5357142857142857,0.7348098754882812
gpt2_cleaned_embs,3CosAdd,2_Derivational_morphology,D07 [verb+able_reg].txt,0.10909090909090909,0.7474822799364725
gpt2_cleaned_embs,3CosAdd,2_Derivational_morphology,D08 [verb+er_irreg].txt,0.04710144927536232,0.7438097527393928
gpt2_cleaned_embs,3CosAdd,2_Derivational_morphology,D09 [verb+tion_irreg].txt,0.17083333333333334,0.7687205061679934
gpt2_cleaned_embs,3CosAdd,2_Derivational_morphology,D10 [verb+ment_irreg].txt,0.2632183908045977,0.7564861331964684
gpt2_cleaned_embs,3CosAdd,3_Encyclopedic_semantics,E01 [country - capital].txt,0.8796296296296297,0.8224824464410767
gpt2_cleaned_embs,3CosAdd,3_Encyclopedic_semantics,E02 [country - language].txt,0.23122529644268774,0.7573474176928529
gpt2_cleaned_embs,3CosAdd,3_Encyclopedic_semantics,E03 [UK_city - county].txt,0.25,0.749643925163481
gpt2_cleaned_embs,3CosAdd,3_Encyclopedic_semantics,E04 [name - nationality].txt,0.04678362573099415,0.7301204949617386
gpt2_cleaned_embs,3CosAdd,3_Encyclopedic_semantics,E05 [name - occupation].txt,0.23529411764705882,0.7453415037857162
gpt2_cleaned_embs,3CosAdd,3_Encyclopedic_semantics,E06 [animal - young].txt,0.0,
gpt2_cleaned_embs,3CosAdd,3_Encyclopedic_semantics,E07 [animal - sound].txt,0.0,
gpt2_cleaned_embs,3CosAdd,3_Encyclopedic_semantics,E08 [animal - shelter].txt,0.006535947712418301,0.6626592874526978
gpt2_cleaned_embs,3CosAdd,3_Encyclopedic_semantics,E09 [things - color].txt,0.13725490196078433,0.7026906214751206
gpt2_cleaned_embs,3CosAdd,3_Encyclopedic_semantics,E10 [male - female].txt,0.39869281045751637,0.7426569579077549
gpt2_cleaned_embs,3CosAdd,4_Lexicographic_semantics,L04 [meronyms - substance].txt,0.003968253968253968,0.6865570346514384
gpt2_cleaned_embs,3CosAdd,4_Lexicographic_semantics,L05 [meronyms - member].txt,0.02620967741935484,0.7216939903222598
gpt2_cleaned_embs,3CosAdd,4_Lexicographic_semantics,L06 [meronyms - part].txt,0.0,
gpt2_cleaned_embs,3CosAdd,4_Lexicographic_semantics,L07 [synonyms - intensity].txt,0.03571428571428571,0.6874578595161438
gpt2_cleaned_embs,3CosAdd,4_Lexicographic_semantics,L08 [synonyms - exact].txt,0.15416666666666667,0.7151488532891145
gpt2_cleaned_embs,3CosAdd,4_Lexicographic_semantics,L10 [antonyms - binary].txt,0.20553359683794467,0.7334614464869866
gpt2_cleaned_embs,3CosAvg,1_Inflectional_morphology,I01 [noun - plural_reg].txt,0.9,0.8210798886087206
gpt2_cleaned_embs,3CosAvg,1_Inflectional_morphology,I02 [noun - plural_irreg].txt,0.8636363636363636,0.8210250939193525
gpt2_cleaned_embs,3CosAvg,1_Inflectional_morphology,I03 [adj - comparative].txt,1.0,0.8397012650966644
gpt2_cleaned_embs,3CosAvg,1_Inflectional_morphology,I04 [adj - superlative].txt,0.0,
gpt2_cleaned_embs,3CosAvg,1_Inflectional_morphology,I05 [verb_inf - 3pSg].txt,0.8367346938775511,0.887519393025375
gpt2_cleaned_embs,3CosAvg,1_Inflectional_morphology,I06 [verb_inf - Ving].txt,0.74,0.8665053812233178
gpt2_cleaned_embs,3CosAvg,1_Inflectional_morphology,I07 [verb_inf - Ved].txt,0.46,0.8476763108502263
gpt2_cleaned_embs,3CosAvg,1_Inflectional_morphology,I08 [verb_Ving - 3pSg].txt,0.8085106382978723,0.8813512858591581
gpt2_cleaned_embs,3CosAvg,1_Inflectional_morphology,I09 [verb_Ving - Ved].txt,0.16666666666666666,0.8602781146764755
gpt2_cleaned_embs,3CosAvg,1_Inflectional_morphology,I10 [verb_3pSg - Ved].txt,0.2826086956521739,0.8765174058767465
gpt2_cleaned_embs,3CosAvg,2_Derivational_morphology,D01 [noun+less_reg].txt,0.0,
gpt2_cleaned_embs,3CosAvg,2_Derivational_morphology,D02 [un+adj_reg].txt,0.6333333333333333,0.8343727274944908
gpt2_cleaned_embs,3CosAvg,2_Derivational_morphology,D03 [adj+ly_reg].txt,0.6136363636363636,0.8133438075030291
gpt2_cleaned_embs,3CosAvg,2_Derivational_morphology,D05 [adj+ness_reg].txt,1.0,0.7750512883067131
gpt2_cleaned_embs,3CosAvg,2_Derivational_morphology,D07 [verb+able_reg].txt,0.09090909090909091,0.8273996114730835
gpt2_cleaned_embs,3CosAvg,2_Derivational_morphology,D08 [verb+er_irreg].txt,0.041666666666666664,0.7777072191238403
gpt2_cleaned_embs,3CosAvg,2_Derivational_morphology,D09 [verb+tion_irreg].txt,0.1875,0.8442303538322449
gpt2_cleaned_embs,3CosAvg,2_Derivational_morphology,D10 [verb+ment_irreg].txt,0.23333333333333334,0.8182780657495771
gpt2_cleaned_embs,3CosAvg,3_Encyclopedic_semantics,E01 [country - capital].txt,0.8928571428571429,0.8859123945236206
gpt2_cleaned_embs,3CosAvg,3_Encyclopedic_semantics,E02 [country - language].txt,0.391304347826087,0.8457436296674941
gpt2_cleaned_embs,3CosAvg,3_Encyclopedic_semantics,E03 [UK_city - county].txt,0.5555555555555556,0.8421373128890991
gpt2_cleaned_embs,3CosAvg,3_Encyclopedic_semantics,E04 [name - nationality].txt,0.3684210526315789,0.7924078447478158
gpt2_cleaned_embs,3CosAvg,3_Encyclopedic_semantics,E05 [name - occupation].txt,0.3888888888888889,0.8359969854354858
gpt2_cleaned_embs,3CosAvg,3_Encyclopedic_semantics,E06 [animal - young].txt,0.0,
gpt2_cleaned_embs,3CosAvg,3_Encyclopedic_semantics,E07 [animal - sound].txt,0.0,
gpt2_cleaned_embs,3CosAvg,3_Encyclopedic_semantics,E08 [animal - shelter].txt,0.2777777777777778,0.7623009324073792
gpt2_cleaned_embs,3CosAvg,3_Encyclopedic_semantics,E09 [things - color].txt,0.20588235294117646,0.7825812271663121
gpt2_cleaned_embs,3CosAvg,3_Encyclopedic_semantics,E10 [male - female].txt,0.4444444444444444,0.807924285531044
gpt2_cleaned_embs,3CosAvg,4_Lexicographic_semantics,L04 [meronyms - substance].txt,0.0,
gpt2_cleaned_embs,3CosAvg,4_Lexicographic_semantics,L05 [meronyms - member].txt,0.03125,0.8225834965705872
gpt2_cleaned_embs,3CosAvg,4_Lexicographic_semantics,L06 [meronyms - part].txt,0.0,
gpt2_cleaned_embs,3CosAvg,4_Lexicographic_semantics,L07 [synonyms - intensity].txt,0.0,
gpt2_cleaned_embs,3CosAvg,4_Lexicographic_semantics,L08 [synonyms - exact].txt,0.125,0.8126643598079681
gpt2_cleaned_embs,3CosAvg,4_Lexicographic_semantics,L10 [antonyms - binary].txt,0.2608695652173913,0.8229714234670004
gpt2_cleaned_embs,OnlyB,1_Inflectional_morphology,I01 [noun - plural_reg].txt,0.7,0.806305297783443
gpt2_cleaned_embs,OnlyB,1_Inflectional_morphology,I02 [noun - plural_irreg].txt,0.7272727272727273,0.8081197664141655
gpt2_cleaned_embs,OnlyB,1_Inflectional_morphology,I03 [adj - comparative].txt,0.75,0.7797718048095703
gpt2_cleaned_embs,OnlyB,1_Inflectional_morphology,I04 [adj - superlative].txt,0.5,0.7167495489120483
gpt2_cleaned_embs,OnlyB,1_Inflectional_morphology,I05 [verb_inf - 3pSg].txt,0.5306122448979592,0.8579552402863135
gpt2_cleaned_embs,OnlyB,1_Inflectional_morphology,I06 [verb_inf - Ving].txt,0.3,0.8159832040468852
gpt2_cleaned_embs,OnlyB,1_Inflectional_morphology,I07 [verb_inf - Ved].txt,0.1,0.8424366235733032
gpt2_cleaned_embs,OnlyB,1_Inflectional_morphology,I08 [verb_Ving - 3pSg].txt,0.10638297872340426,0.819658613204956
gpt2_cleaned_embs,OnlyB,1_Inflectional_morphology,I09 [verb_Ving - Ved].txt,0.041666666666666664,0.8389505743980408
gpt2_cleaned_embs,OnlyB,1_Inflectional_morphology,I10 [verb_3pSg - Ved].txt,0.10869565217391304,0.8707958936691285
gpt2_cleaned_embs,OnlyB,2_Derivational_morphology,D01 [noun+less_reg].txt,0.5,0.8426638841629028
gpt2_cleaned_embs,OnlyB,2_Derivational_morphology,D02 [un+adj_reg].txt,0.43333333333333335,0.8134088699634259
gpt2_cleaned_embs,OnlyB,2_Derivational_morphology,D03 [adj+ly_reg].txt,0.3181818181818182,0.7957728888307299
gpt2_cleaned_embs,OnlyB,2_Derivational_morphology,D05 [adj+ness_reg].txt,0.25,0.7971627116203308
gpt2_cleaned_embs,OnlyB,2_Derivational_morphology,D07 [verb+able_reg].txt,0.0,
gpt2_cleaned_embs,OnlyB,2_Derivational_morphology,D08 [verb+er_irreg].txt,0.0,
gpt2_cleaned_embs,OnlyB,2_Derivational_morphology,D09 [verb+tion_irreg].txt,0.0625,0.8217346668243408
gpt2_cleaned_embs,OnlyB,2_Derivational_morphology,D10 [verb+ment_irreg].txt,0.1,0.8055183092753092
gpt2_cleaned_embs,OnlyB,3_Encyclopedic_semantics,E01 [country - capital].txt,0.75,0.8418054296856835
gpt2_cleaned_embs,OnlyB,3_Encyclopedic_semantics,E02 [country - language].txt,0.0,
gpt2_cleaned_embs,OnlyB,3_Encyclopedic_semantics,E03 [UK_city - county].txt,0.2222222222222222,0.8078939318656921
gpt2_cleaned_embs,OnlyB,3_Encyclopedic_semantics,E04 [name - nationality].txt,0.0,
gpt2_cleaned_embs,OnlyB,3_Encyclopedic_semantics,E05 [name - occupation].txt,0.1111111111111111,0.8342591226100922
gpt2_cleaned_embs,OnlyB,3_Encyclopedic_semantics,E06 [animal - young].txt,0.0,
gpt2_cleaned_embs,OnlyB,3_Encyclopedic_semantics,E07 [animal - sound].txt,0.0,
gpt2_cleaned_embs,OnlyB,3_Encyclopedic_semantics,E08 [animal - shelter].txt,0.0,
gpt2_cleaned_embs,OnlyB,3_Encyclopedic_semantics,E09 [things - color].txt,0.0,
gpt2_cleaned_embs,OnlyB,3_Encyclopedic_semantics,E10 [male - female].txt,0.2777777777777778,0.8058904647827149
gpt2_cleaned_embs,OnlyB,4_Lexicographic_semantics,L04 [meronyms - substance].txt,0.0,
gpt2_cleaned_embs,OnlyB,4_Lexicographic_semantics,L05 [meronyms - member].txt,0.03125,0.8141381740570068
gpt2_cleaned_embs,OnlyB,4_Lexicographic_semantics,L06 [meronyms - part].txt,0.0,
gpt2_cleaned_embs,OnlyB,4_Lexicographic_semantics,L07 [synonyms - intensity].txt,0.0,
gpt2_cleaned_embs,OnlyB,4_Lexicographic_semantics,L08 [synonyms - exact].txt,0.125,0.8219341337680817
gpt2_cleaned_embs,OnlyB,4_Lexicographic_semantics,L10 [antonyms - binary].txt,0.2608695652173913,0.8299776514371237
gpt2_cleaned_embs,PairDistance,1_Inflectional_morphology,I01 [noun - plural_reg].txt,0.04775510204081632,0.24673421279742166
gpt2_cleaned_embs,PairDistance,1_Inflectional_morphology,I02 [noun - plural_irreg].txt,0.0412262156448203,0.2590077778276725
gpt2_cleaned_embs,PairDistance,1_Inflectional_morphology,I03 [adj - comparative].txt,0.5,0.29051948587099713
gpt2_cleaned_embs,PairDistance,1_Inflectional_morphology,I04 [adj - superlative].txt,0.5,0.2037167251110077
gpt2_cleaned_embs,PairDistance,1_Inflectional_morphology,I05 [verb_inf - 3pSg].txt,0.3754251700680272,0.39362028252126674
